Unnamed: 0,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,train_set,test_set,model_family,shift_Unnamed: 0,shift_filepaths,shift_labelpaths,shift_acc,shift_nll,shift_brier,shift_qunc,shift_set,shift_model_family
37,mobilenet_v2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_mobilenet_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.71878,1.1477031209610618,0.386356232852933,0.3421562852797631,,imagenet,imagenet,Neural Network,37,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_mobilenet_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5902,1.8447818502918267,0.5429461315520142,0.4399165851417078,imagenetv2mf,Neural Network
38,nasnetalarge,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_nasnetalarge.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.82506,0.7968044223477163,0.2626918990198135,0.3110511898418104,,imagenet,imagenet,Neural Network,38,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_nasnetalarge.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7229,1.3437818985912615,0.405454163619741,0.3582632829012676,imagenetv2mf,Neural Network
39,nasnetamobile,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_nasnetamobile.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7408,1.1015911968106329,0.3589483480854742,0.3922728796253694,,imagenet,imagenet,Neural Network,39,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_nasnetamobile.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6132,1.7654532312157531,0.514059003545511,0.4716744268463835,imagenetv2mf,Neural Network
40,pnasnet5large,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_pnasnet5large.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.82736,0.8181448149689851,0.2604620871007233,0.363104765210591,,imagenet,imagenet,Neural Network,40,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_pnasnet5large.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7231,1.36156633420228,0.4011202916245125,0.4159450892781235,imagenetv2mf,Neural Network
41,polynet,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_polynet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.80858,0.8505789070259769,0.2865323288810767,0.1516574918463143,,imagenet,imagenet,Neural Network,41,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_polynet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7007,1.5015204498659944,0.4409821152702359,0.2151301324989115,imagenetv2mf,Neural Network
42,resnet101,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77374,0.9119464814674616,0.3201037007163929,0.2434119948803296,,imagenet,imagenet,Neural Network,42,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6545,1.5826360465210234,0.4793707399630656,0.3253706914959779,imagenetv2mf,Neural Network
43,resnet152,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78312,0.8765092732655507,0.3093004389977808,0.2301510128986363,,imagenet,imagenet,Neural Network,43,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6684,1.4892791162761898,0.460488219822145,0.3148379836860814,imagenetv2mf,Neural Network
44,resnet18,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet18.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.69758,1.2473143555506574,0.4111512571058415,0.3717596371050831,,imagenet,imagenet,Neural Network,44,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet18.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5731,1.9283662449795893,0.561817869404254,0.46787016113571,imagenetv2mf,Neural Network
45,resnet34,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet34.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.73314,1.0813249874788873,0.3690442947405349,0.3142548520499244,,imagenet,imagenet,Neural Network,45,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet34.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6087,1.7401619512950584,0.5233866743581388,0.4086963008170493,imagenetv2mf,Neural Network
46,resnet50,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7613,0.9618354911554308,0.3353943341187764,0.2765435874462127,,imagenet,imagenet,Neural Network,46,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6321,1.6201842991789384,0.4950594682514674,0.3711646106291995,imagenetv2mf,Neural Network
47,resnet50-vtab,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50-vtab.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.75542,1.004218375126178,0.3422358828118621,0.2748489379882812,,imagenet,imagenet,Neural Network,47,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50-vtab.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6351,1.673374335525648,0.4954391732617759,0.3667363822460174,imagenetv2mf,Neural Network
48,resnet50-vtab-exemplar,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50-vtab-exemplar.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.74104,1.0449484728952292,0.356489876229748,0.3386440873146057,,imagenet,imagenet,Neural Network,48,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50-vtab-exemplar.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6194,1.6667547607417823,0.5030433752961102,0.4336284697055816,imagenetv2mf,Neural Network
49,resnet50-vtab-rotation,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50-vtab-rotation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.76502,0.9497704756260292,0.3288156104711162,0.2646945714950561,,imagenet,imagenet,Neural Network,49,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50-vtab-rotation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6392,1.632312560698565,0.4881758758830159,0.3585245013236999,imagenetv2mf,Neural Network
50,resnet50-vtab-semi-exemplar,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50-vtab-semi-exemplar.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.61622,1.6723371090145884,0.5088738789708157,0.4600798785686493,,imagenet,imagenet,Neural Network,50,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50-vtab-semi-exemplar.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4953,2.4280294759841605,0.6485931504202687,0.5433028340339661,imagenetv2mf,Neural Network
51,resnet50-vtab-semi-rotation,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50-vtab-semi-rotation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.60924,1.7063736074394802,0.5217677961352037,0.4230998158454895,,imagenet,imagenet,Neural Network,51,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50-vtab-semi-rotation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4881,2.496634119417241,0.664920056994581,0.5084215998649597,imagenetv2mf,Neural Network
52,resnet50_aws_baseline,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet50_aws_baseline.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.76138,0.969817620153137,0.3361530629609756,0.2637189981031026,,imagenet,imagenet,Neural Network,52,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet50_aws_baseline.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6363,1.6601927661446887,0.5009362009713932,0.3534620205790363,imagenetv2mf,Neural Network
53,resnext101_32x4d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnext101_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78188,0.9143698271491044,0.3142397085355818,0.2103162790336204,,imagenet,imagenet,Neural Network,53,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnext101_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6629,1.5920721527109567,0.4730764509476785,0.293185994562381,imagenetv2mf,Neural Network
54,resnext101_32x8d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnext101_32x8d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79312,0.9266161746676596,0.3073376694101848,0.1753926281177552,,imagenet,imagenet,Neural Network,54,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnext101_32x8d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6745,1.6308656075027226,0.4694762619903282,0.2533898472131421,imagenetv2mf,Neural Network
55,resnext101_64x4d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnext101_64x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78956,0.8933086030824671,0.3050776492554563,0.2015019327395419,,imagenet,imagenet,Neural Network,55,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnext101_64x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6715,1.568607183189482,0.4649285367446685,0.2841625722799987,imagenetv2mf,Neural Network
56,resnext50_32x4d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnext50_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77618,0.9400852656097328,0.3214809679241522,0.218850696571055,,imagenet,imagenet,Neural Network,56,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnext50_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6583,1.6234908844568725,0.4810028148768929,0.3048849519445293,imagenetv2mf,Neural Network
57,se_resnet101,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_se_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78396,0.9371104249092111,0.3130656130248379,0.4056516303373952,,imagenet,imagenet,Neural Network,57,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_se_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.671,1.503671557491082,0.4535524431659302,0.4818426692606756,imagenetv2mf,Neural Network
58,se_resnet152,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_se_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78658,0.9167863784873956,0.3066737606871156,0.3935524680715976,,imagenet,imagenet,Neural Network,58,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_se_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6744,1.487495902848251,0.447164735853883,0.4700237934309773,imagenetv2mf,Neural Network
59,se_resnet50,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_se_resnet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77636,0.9760089565740866,0.3231641104866384,0.4219661234620064,,imagenet,imagenet,Neural Network,59,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_se_resnet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6584,1.5724701629132232,0.4683799843817866,0.5048417528160908,imagenetv2mf,Neural Network
60,se_resnext101_32x4d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_se_resnext101_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.80236,0.8606429683552821,0.286115869865118,0.3698446838916335,,imagenet,imagenet,Neural Network,60,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_se_resnext101_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.694,1.4267681973125204,0.4253483500531445,0.4402480804001139,imagenetv2mf,Neural Network
61,se_resnext50_32x4d,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_se_resnext50_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79076,0.895554299055955,0.3018055593816187,0.2558298843144311,,imagenet,imagenet,Neural Network,61,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_se_resnext50_32x4d.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6777,1.506024065971325,0.4494385337024871,0.3388341724603559,imagenetv2mf,Neural Network
62,senet154,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_senet154.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.81304,0.836412918529435,0.2747905911472785,0.3624049921018961,,imagenet,imagenet,Neural Network,62,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_senet154.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.702,1.38470214402421,0.41479467787288,0.4279377372161215,imagenetv2mf,Neural Network
63,shufflenet_v2_x0_5,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_shufflenet_v2_x0_5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.60552,1.7829835261324496,0.5210576817945947,0.4470577464445981,,imagenet,imagenet,Neural Network,63,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_shufflenet_v2_x0_5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4724,2.6283772063163475,0.6721729175780364,0.5384141282878058,imagenetv2mf,Neural Network
64,shufflenet_v2_x1_0,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_shufflenet_v2_x1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.69362,1.359829697344516,0.42438333003122,0.3142664220547043,,imagenet,imagenet,Neural Network,64,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_shufflenet_v2_x1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5595,2.1734255790927888,0.5894543925641945,0.4132441219065768,imagenetv2mf,Neural Network
65,squeezenet1_0,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_squeezenet1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.58092,1.8662964173693464,0.5476843829239854,0.5297813689182005,,imagenet,imagenet,Neural Network,65,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_squeezenet1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4491,2.670296871957675,0.6900394115092161,0.6157696836799833,imagenetv2mf,Neural Network
66,squeezenet1_1,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_squeezenet1_1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.58178,1.8305930032785105,0.5423840756925298,0.5244374486019381,,imagenet,imagenet,Neural Network,66,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_squeezenet1_1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4537,2.6306585793128563,0.6838963846689797,0.613683459224768,imagenetv2mf,Neural Network
67,vgg11,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg11.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.6902,1.2605392193597498,0.4163044875547543,0.3961215361226319,,imagenet,imagenet,Neural Network,67,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg11.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5573,1.9737530767866325,0.5706403197437901,0.5002156265159367,imagenetv2mf,Neural Network
68,vgg11_bn,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg11_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7037,1.1966398594628558,0.4007670324862183,0.3667497693634132,,imagenet,imagenet,Neural Network,68,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg11_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5741,1.8955471858535329,0.5553177806545043,0.4681564932745966,imagenetv2mf,Neural Network
69,vgg13,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg13.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.69928,1.221359499382348,0.4063858335711375,0.3832239513963286,,imagenet,imagenet,Neural Network,69,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg13.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5676,1.916991524562508,0.5593194236981773,0.4859961980672315,imagenetv2mf,Neural Network
70,vgg13_bn,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg13_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.71586,1.1443421399219555,0.3873000468070988,0.3502323807132136,,imagenet,imagenet,Neural Network,70,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg13_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5884,1.819906182209062,0.5396221584954026,0.4510215262410605,imagenetv2mf,Neural Network
71,vgg16,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg16.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.71592,1.1454275080320089,0.3856462987182876,0.3457411871742519,,imagenet,imagenet,Neural Network,71,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg16.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5851,1.8323080106869367,0.542228054196308,0.4471843676225813,imagenetv2mf,Neural Network
72,vgg16_bn,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg16_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7336,1.066159739420817,0.3654532461921574,0.3134140291491184,,imagenet,imagenet,Neural Network,72,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg16_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6071,1.7350984077392833,0.5219978969315108,0.4078756135075746,imagenetv2mf,Neural Network
73,vgg19,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg19.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.72376,1.115526242418289,0.3776077328207794,0.3363466291842724,,imagenet,imagenet,Neural Network,73,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg19.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5969,1.7978004156883296,0.5309594953900105,0.437080203686959,imagenetv2mf,Neural Network
74,vgg19_bn,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_vgg19_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.74218,1.0425918994107597,0.3574818797225779,0.2981725968746643,,imagenet,imagenet,Neural Network,74,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_vgg19_bn.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6195,1.704389548169175,0.5124718290034623,0.3930648012231192,imagenetv2mf,Neural Network
75,wide_resnet101_2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_wide_resnet101_2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78846,0.8658626912289368,0.3032513651144822,0.2184527702512412,,imagenet,imagenet,Neural Network,75,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_wide_resnet101_2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6635,1.5258671161237918,0.465631906470392,0.3107940986664304,imagenetv2mf,Neural Network
